time,conc,location,lat,long
2021-08-16 06:00:00,39.403333333333336,PurpleAir-0,31.501559,74.306762
2021-08-16 07:00:00,45.48016666666666,PurpleAir-0,31.501559,74.306762
2021-08-16 08:00:00,49.72433333333333,PurpleAir-0,31.501559,74.306762
2021-08-16 09:00:00,54.966,PurpleAir-0,31.501559,74.306762
2021-08-16 10:00:00,51.84616666666666,PurpleAir-0,31.501559,74.306762
2021-08-16 11:00:00,53.90678571428572,PurpleAir-0,31.501559,74.306762
2021-08-16 12:00:00,56.273833333333336,PurpleAir-0,31.501559,74.306762
2021-08-16 13:00:00,48.5104347826087,PurpleAir-0,31.501559,74.306762
2021-08-16 14:00:00,50.51409090909091,PurpleAir-0,31.501559,74.306762
2021-08-16 15:00:00,47.20541507024266,PurpleAir-0,31.501559,74.306762
2021-08-16 16:00:00,49.551833333333335,PurpleAir-0,31.501559,74.306762
2021-08-16 17:00:00,57.83683333333333,PurpleAir-0,31.501559,74.306762
2021-08-16 18:00:00,62.26566666666666,PurpleAir-0,31.501559,74.306762
2021-08-16 19:00:00,54.45183333333334,PurpleAir-0,31.501559,74.306762
2021-08-16 20:00:00,58.45516666666667,PurpleAir-0,31.501559,74.306762
2021-08-16 21:00:00,57.169,PurpleAir-0,31.501559,74.306762
2021-08-16 22:00:00,71.43299999999999,PurpleAir-0,31.501559,74.306762
2021-08-16 23:00:00,70.72733333333333,PurpleAir-0,31.501559,74.306762
2021-08-17 00:00:00,75.51433333333333,PurpleAir-0,31.501559,74.306762
2021-08-17 01:00:00,75.86533333333333,PurpleAir-0,31.501559,74.306762
2021-08-17 02:00:00,71.35166666666667,PurpleAir-0,31.501559,74.306762
2021-08-17 03:00:00,68.367,PurpleAir-0,31.501559,74.306762
2021-08-17 04:00:00,70.50416666666666,PurpleAir-0,31.501559,74.306762
2021-08-17 05:00:00,75.41916666666667,PurpleAir-0,31.501559,74.306762
2021-08-17 06:00:00,68.88066666666667,PurpleAir-0,31.501559,74.306762
2021-08-17 07:00:00,69.29916666666668,PurpleAir-0,31.501559,74.306762
2021-08-17 08:00:00,67.49816666666666,PurpleAir-0,31.501559,74.306762
2021-08-17 09:00:00,52.85716666666666,PurpleAir-0,31.501559,74.306762
2021-08-17 10:00:00,41.341,PurpleAir-0,31.501559,74.306762
2021-08-17 11:00:00,39.29192307692308,PurpleAir-0,31.501559,74.306762
2021-08-17 12:00:00,40.5925459770115,PurpleAir-0,31.501559,74.306762
2021-08-17 13:00:00,43.234482758620686,PurpleAir-0,31.501559,74.306762
2021-08-17 14:00:00,33.51857142857143,PurpleAir-0,31.501559,74.306762
2021-08-17 15:00:00,40.38371428571429,PurpleAir-0,31.501559,74.306762
2021-08-17 16:00:00,48.32366666666667,PurpleAir-0,31.501559,74.306762
2021-08-17 17:00:00,47.5475,PurpleAir-0,31.501559,74.306762
2021-08-17 18:00:00,47.217,PurpleAir-0,31.501559,74.306762
2021-08-17 19:00:00,49.21933333333334,PurpleAir-0,31.501559,74.306762
2021-08-17 20:00:00,49.637,PurpleAir-0,31.501559,74.306762
2021-08-17 21:00:00,51.30616666666667,PurpleAir-0,31.501559,74.306762
2021-08-17 22:00:00,69.37533333333333,PurpleAir-0,31.501559,74.306762
2021-08-17 23:00:00,89.91166666666666,PurpleAir-0,31.501559,74.306762
2021-08-18 00:00:00,110.83116666666666,PurpleAir-0,31.501559,74.306762
2021-08-18 01:00:00,108.38483333333332,PurpleAir-0,31.501559,74.306762
2021-08-18 02:00:00,104.33016666666668,PurpleAir-0,31.501559,74.306762
2021-08-18 03:00:00,96.84066666666666,PurpleAir-0,31.501559,74.306762
2021-08-18 04:00:00,97.56183333333334,PurpleAir-0,31.501559,74.306762
2021-08-18 05:00:00,105.52316666666668,PurpleAir-0,31.501559,74.306762
2021-08-18 06:00:00,108.31133333333334,PurpleAir-0,31.501559,74.306762
2021-08-18 07:00:00,74.86816666666667,PurpleAir-0,31.501559,74.306762
2021-08-18 08:00:00,49.992,PurpleAir-0,31.501559,74.306762
2021-08-18 09:00:00,42.0041091954023,PurpleAir-0,31.501559,74.306762
2021-08-18 10:00:00,37.46766666666667,PurpleAir-0,31.501559,74.306762
2021-08-18 11:00:00,35.67033333333333,PurpleAir-0,31.501559,74.306762
2021-08-18 12:00:00,36.59283333333333,PurpleAir-0,31.501559,74.306762
2021-08-18 13:00:00,35.19833333333334,PurpleAir-0,31.501559,74.306762
2021-08-18 14:00:00,29.6365,PurpleAir-0,31.501559,74.306762
2021-08-18 15:00:00,28.60448891625616,PurpleAir-0,31.501559,74.306762
2021-08-18 16:00:00,24.747068965517244,PurpleAir-0,31.501559,74.306762
2021-08-18 17:00:00,24.23883333333333,PurpleAir-0,31.501559,74.306762
2021-08-18 18:00:00,31.12033333333333,PurpleAir-0,31.501559,74.306762
2021-08-18 19:00:00,40.153000000000006,PurpleAir-0,31.501559,74.306762
2021-08-18 20:00:00,44.9205,PurpleAir-0,31.501559,74.306762
2021-08-18 21:00:00,46.5545,PurpleAir-0,31.501559,74.306762
2021-08-18 22:00:00,49.83733333333333,PurpleAir-0,31.501559,74.306762
2021-08-18 23:00:00,53.570166666666665,PurpleAir-0,31.501559,74.306762
2021-08-19 00:00:00,54.712833333333336,PurpleAir-0,31.501559,74.306762
2021-08-19 01:00:00,52.03966666666667,PurpleAir-0,31.501559,74.306762
2021-08-19 02:00:00,58.00033333333333,PurpleAir-0,31.501559,74.306762
